"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"AADAC",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABAT",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"ABCA4",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"ABCC8",0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0
"ABCG4",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"ABHD17C",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"ACBD7",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0
"ACSL6",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"ACTC1",0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0
"ACTN2",0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0
"ACVR1C",0,0,0,1,1,0,1,0,0,0,-1,0,0,0,0,-1
"ADAM11",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ADAM23",0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0
"ADAMTS1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ADARB2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"ADCY1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,1
"ADCY2",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
"ADD2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ADGRB2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0
"ADGRB3",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"ADGRL1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0
"ADGRL3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ADGRV1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"ADH1B",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"ADIPOQ",0,0,0,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1
"AGT",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHNAK2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"AIPL1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"AKAP6",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ALDOC",0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0
"AMER2",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,-1,0,1
"AMER3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"AMICA1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMPH",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ANK2",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,1
"ANKRD33",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"ANO2",0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,1
"ANO5",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANOS1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"AP3B2",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"APBA1",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"APC2",0,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"APLP1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"APOB",0,0,0,1,1,0,0,0,0,1,1,0,-1,0,0,-1
"APOE",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"APOL3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"APP",0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,1
"AQP4",0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1
"AQP7",0,0,0,1,1,1,1,0,0,1,1,0,0,0,-1,-1
"ARF3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ARFGEF3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ARHGAP15",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP23",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ARHGAP25",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"ARHGAP30",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP32",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"ARHGAP44",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1
"ARHGAP9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGDIB",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"ARHGEF12",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ARHGEF4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ARHGEF9",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1
"ARMCX2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ARNT2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"ARR3",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"ASIC2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"ASTN1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"ATCAY",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"ATN1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ATP13A4",0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,1,0,0,1
"ATP1A2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ATP1A3",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"ATP1B2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"ATP2A2",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP2B2",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
"ATP2B3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"ATP6V0A1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ATP6V1G2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"ATP8A2",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"ATRNL1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"B3GALNT1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"B3GAT1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"B4GALNT4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"B4GAT1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"BACE1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"BAIAP2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"BCAT1",0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,1
"BCO2",0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1
"BEX1",0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,1
"BEX2",0,0,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,1
"BHLHE41",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"BIN2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMP7",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,1,1
"BMPR1B",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"BRINP1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"BRSK1",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"BRSK2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"BSN",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"BSPRY",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"BTBD3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"BZRAP1",0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0
"C15orf59",0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
"C1orf61",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"C2orf71",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1
"CA10",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"CA11",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"CA14",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1
"CABP1",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"CABP4",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"CABP5",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"CACNA1A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CACNA1B",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CACNA1C",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CACNA1D",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,0,1
"CACNA1F",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CACNA1G",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,1
"CACNA1H",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACNA2D2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"CACNA2D4",0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,1
"CACNG3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CACNG7",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CADM1",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"CADM2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"CADM3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CADM4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"CADPS",0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,1
"CALB1",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"CALN1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CAMK2A",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"CAMK2B",0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0
"CAMK2N1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CAMKV",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CAMSAP3",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"CASKIN1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CASQ1",0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC108",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CCDC113",0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,1
"CCDC136",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"CCDC181",0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,-1,0,1
"CCDC64",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"CCDC85C",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,1
"CCHE1",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"CCL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
"CD2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD247",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
"CD28",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD300LG",0,0,1,1,1,1,1,0,0,1,0,0,0,0,-1,-1
"CD36",0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,-1
"CD37",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD3D",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD3E",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD53",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD69",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD84",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CD96",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC42EP4",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,1
"CDH12",0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,0,0
"CDH3",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,1,0
"CDHR1",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CDK5R2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"CDKL2",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CDS1",0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,1
"CECR2",0,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,1
"CELF3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"CELF4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"CELF5",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CEND1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CEP170B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"CERS4",0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
"CFAP46",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0
"CGN",0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,1
"CGNL1",0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,1
"CHGA",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"CHGB",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0
"CHN2",0,0,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,1
"CHRNA3",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"CHRNA4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CHRNB2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"CHST9",0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,1
"CIDEA",0,0,0,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1
"CIDEC",0,0,1,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1
"CIPC",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CIT",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"CKB",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0
"CLCN4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CLDN10",0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0
"CLDN12",0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,1
"CLEC2B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLGN",0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
"CLIP3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CLSTN1",0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"CLUL1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CLVS2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"CMTM4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CMYA5",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"CNGA1",0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,1
"CNGB1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CNGB3",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1
"CNKSR2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"CNNM1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,1
"CNTN1",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"CNTN2",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
"CNTN4",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"CNTNAP1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CNTNAP2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"CNTNAP4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"COBL",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"COL23A1",0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1
"COL28A1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"COL3A1",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"COL4A3",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"COL4A5",0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
"COL9A1",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,1
"COL9A3",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"COLGALT2",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORO2B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"CPE",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CPLX2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"CPLX3",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"CPLX4",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"CPNE6",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"CPT1C",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CRABP1",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,1
"CRB1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"CRB2",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1
"CRIP1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
"CRMP1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,1
"CRTAC1",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"CRX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"CRYM",0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0
"CSDC2",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"CSPG5",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"CSRNP3",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"CST7",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CTBP2",0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
"CTNNA2",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"CTNND2",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"CTSV",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,1
"CTSW",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTTNBP2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CUEDC1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CXADR",0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,1,1,1
"CXXC4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"CYB5R2",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"CYP2J2",0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0
"CYTIP",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"DAB2IP",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"DACT3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"DAPL1",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,1
"DCLK2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"DDC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"DDR1",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,1,0,1,1
"DDT",0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1
"DDX25",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"DEFB119",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"DENND5B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"DFNB31",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"DGAT2",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-1
"DGCR5",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"DGKB",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"DIO2",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"DIRAS1",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIRAS2",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"DKFZP434A062",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"DKK3",0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,1
"DLG2",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"DLG3",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,1,0,0,1
"DLG4",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"DLGAP1",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"DLGAP2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"DMD",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"DMXL2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"DNAAF1",0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,1
"DNAH2",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"DNAJC12",0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1
"DNER",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"DOCK11",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"DOCK3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"DOK2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
"DOK6",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"DPF3",0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,1
"DPP10",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"DPP6",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0
"DPT",0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,-1
"DPY19L2P2",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"DPYSL3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"DPYSL4",0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0
"DPYSL5",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"DRAIC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"DSCAM",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"DSCAML1",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,0
"DTNA",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"DTX3",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"DUSP26",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1
"DYNC1I1",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"DZIP1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ECEL1",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,1
"EDIL3",0,0,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,0,1
"EEF1A2",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"EFR3B",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"EGF",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"EGLN3",0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1
"EHD3",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ELAVL2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"ELAVL3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"ELAVL4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"ELFN2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"ELMOD1",0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,1
"ELOVL2",0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,1
"ELOVL4",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1
"ELSPBP1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1
"EML1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"EML5",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1
"EML6",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
