"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"NTNG2",-0.370711861544098,-1.48304801269713,-1.73630501657558,-1.03029610027172,-1.68785412673237,-2.41233247594928,-1.60158080401122,-0.734786265272696,-0.830027080723153,-1.80917009775181,-1.28623402300002,-0.412248143608609,-2.25650298165303,-2.44037651617482,-0.632406690228343,0.957979647143774
"NWD1",-1.00359355746418,-1.43182240198236,-1.91702246261734,-1.42878733258692,-1.79181634470082,-2.25106344538223,-1.71132318005705,-0.715603501921169,-0.910093301799038,-1.76179416316554,-1.04078322859886,-0.236244543751885,0.840377062294471,0.572358196238607,0.0857910943080955,0.493070516305484
"NXN",-0.92392140056204,-1.342950586395,-2.10445312594706,-1.03498056210025,-0.851847124982269,-0.606842391718057,-1.5119870942562,-0.802178121577184,-0.744632577023962,-0.527619368663085,-0.779217398441833,0.466929889423477,1.37616718787786,1.1796564438047,0.590258662117673,0.45318186174621
"OCRL",-0.689905188810978,-1.58466956624364,-2.00064123595003,-0.202155675093715,-0.208718260615445,0.381445580888809,-1.20799265015557,-0.572762474473104,-0.911170276076645,-0.523319392962994,-1.00083963814968,0.296554968660448,0.993735497095079,0.747472635175097,0.207331052006565,0.620697839482053
"OGDHL",-0.369365924530353,-1.47939477591725,-2.27509009000108,-1.71737288974577,-2.04318783901799,-3.49691535296765,-2.19264438137802,-0.573743354036473,-1.03715121397883,-1.53771954166912,-0.964175249666102,-0.0205076366377535,-3.30288675243321,-3.19023099029855,0.265149135155432,0.865809643623333
"OLFM3",0.0411599918902534,-1.04755587379937,-1.39510063313825,-0.713323316295198,-1.24525426409046,-2.00598142851192,-1.2216310668925,-0.544171898192318,-0.734813342397544,-1.6381069134358,-1.22162433630809,-0.410844682763774,-1.81604498826371,-2.00598142851192,-0.185187631399225,0.689555783701558
"OMG",-0.282481234869902,-1.0552148357366,-1.16097425973687,-0.568313474988762,-1.28274715855692,-1.90528547627516,-1.1601799949591,-0.461264467414114,-0.774051571121708,-1.85122807624005,-1.40709360561098,-0.72874457440875,-2.346110028242,-2.3558579154192,-0.655423319396763,0.792426339314352
"ONECUT2",-1.21213263215178,-1.89864306502746,-2.06734166227855,-1.922669684025,-1.94902003029556,-2.28889550399483,-1.96967773925688,-1.48790276657212,-1.15075313811788,-1.81354602069936,-1.36696330547248,-0.348630545286807,-0.221593605795333,-1.14503547430321,0.105009046020013,0.954458707358449
"OPCML",0.0581516342917481,-1.61122938110045,-2.10428076517036,-1.07259926331594,-1.76306813447153,-2.84625545635995,-1.82554311622365,-0.777862350599965,-1.00534314452328,-2.19185089129691,-1.60434513709147,-0.348097245236861,-2.25585289404581,-2.41699436595245,-0.664688910876777,0.862546610348667
"OPN1LW",-1.83101332557296,-1.83101332557296,-1.82802692235197,-1.81769303041304,-1.83101332557296,-1.83101332557296,-1.83101332557296,-1.81705867362775,-1.55659358586948,-1.82538550924478,-1.56493571141905,-0.170972536947828,-1.83101332557296,-1.83101332557296,-0.335218199238995,1.42824221899229
"OPN1SW",-1.30726249014096,-1.30097453072279,-1.30592343297017,-1.28166265989869,-1.27849379714576,-1.33462887010907,-1.32761088511266,-1.33652403152969,-1.03993465381212,-1.32646616796895,-1.10835307111372,-0.0758469902195966,-1.36207814988915,-1.24410875140481,-0.235098820410736,1.07128418420968
"OSBP2",0.826662137372437,-1.61675732191086,-1.53225567404853,-1.8084829507796,-1.93541480453626,-2.01296372409698,-2.12214829435981,-1.2682285004383,-1.30527949364521,-1.80366800065958,-1.07274994100445,0.0030627447592142,-1.785052193754,-1.9820169224699,-0.0606271397542519,1.05780614398254
"OTX2",-2.54076191383846,-2.27973399093564,-2.49816797041725,-2.52010060245715,-2.14166721158377,-2.54076191383846,-2.38633372262251,-2.34051772141786,-1.95364796093048,-2.20613151403656,-1.67195907096477,-0.294609791971254,-2.54076191383846,-2.54076191383846,0.556580831771658,1.55190514796981
"OTX2-AS1",-1.54882086469008,-1.5187321682374,-1.53866575858289,-1.52029836375819,-1.51962165097745,-1.54882086469008,-1.52075723334742,-1.52404711554302,-1.3162862250183,-1.51841030034127,-1.25389439193712,-0.095677734797011,-1.54882086469008,-1.54882086469008,0.11597714964499,1.07908098860313
"OVCH2",-1.82595282842564,-1.7892371002054,-1.83620300889674,-1.85220297721771,-1.8424730494042,-1.871898289172,-1.81574949611533,-1.74764550199474,-1.51069047716872,-1.78691414123133,-1.4502958142869,-0.364680291739377,0.860108619047,0.146944612920904,-0.257213110251636,1.35108557552897
"P2RY10",-1.17983707748243,0.876727706852843,1.23887481735069,0.120450874231716,-0.520770941010949,-0.540008328590625,0.653525172425367,0.185545258591703,0.219012065573105,-0.491832424981375,0.135459106066008,-0.395213912806822,1.06070429537162,1.61102361581003,-0.396786703874421,-0.243573025935532
"P2RY8",-0.899668569434936,1.10804228399206,1.88135002226228,0.832370528153599,0.335645913913787,0.743264118241513,1.04050076435939,0.443012540985872,0.585200326756279,0.540873143697991,0.821896141559863,0.112249347214792,0.647645706855619,1.30303428363139,-0.538627971967716,-0.375910274380044
"P3H3",-0.728498257644672,-1.10403328955211,-1.57081930354008,-1.15621097380196,-1.00070764528333,-1.47991819053399,-1.42879816290097,-0.642884498692222,-0.783831758891488,-0.54527076622958,-0.3823634913725,0.494034255272489,-0.744026573958692,-0.418706219205597,0.735650058221204,0.599154963612648
"PAIP2B",-0.163158286105038,-1.92269318363204,-2.04793204607015,-1.08801326138744,-0.827459932602443,-1.89864610533038,-1.37715027424266,-0.484275576217591,-0.684653872455326,-0.432650465606816,-0.365816881797414,0.14290046112446,-1.18742250446581,-1.16721316920427,-0.439227674709652,0.461690918701063
"PAK7",-0.0157406236190791,-1.1573120607258,-1.57223706701366,-0.920005696680146,-1.34787596161823,-2.17278072350045,-1.3919295150999,-0.537456981565226,-0.77078803577879,-1.75710591531596,-1.25126117898872,-0.392555846431346,-1.99511268313242,-2.07844867707611,-0.290885954297759,0.759926487600411
"PAQR4",-0.715516264373037,-2.08846320181044,-2.19585240877123,-1.88873258716434,-1.99498978926548,-2.55847251651116,-2.34099730776646,-1.28444077509177,-1.37084394269485,-1.7536855355137,-1.13694402837255,0.229775100284443,-0.624495822324834,-0.831794794401875,0.532201026274624,0.804755119659253
"PARD3",-1.18183900939138,-2.000375462429,-2.46241832976493,-0.911189856757333,-0.693837764497167,-0.358150830938276,-1.53158790680046,-0.930965916581543,-1.08412093264684,-0.209783523405514,-0.888721211528782,0.433777744906032,0.959450653513313,0.914101228961202,0.505767799643352,0.421431418825629
"PARD6B",-1.93250017160876,-1.76642388200339,-1.65137910291595,-1.92440505595171,-2.01451401243563,-2.14545117844164,-1.92916299037079,-1.43662385865959,-1.24467309610708,-1.5630813383551,-0.819782847043066,0.357913043964045,1.37066818724253,1.14850725450585,0.304026305270408,0.652289871285455
"PARP15",-0.47935303200186,0.793634180117008,1.3037384623097,0.970014562225947,0.786530554824301,1.95327439843017,1.3450826646878,0.405561140339538,0.461796790731851,0.580180850020179,0.235397238198118,-0.270466083398405,1.2728974819767,2.243633353356,-0.503666721523431,-0.311739818153695
"PAX6",-1.8258579363254,-1.54010575655048,-2.04246147629413,-0.907147008557108,-1.12332371390834,-1.32944721936006,-1.48086217704542,-1.24394139592613,-1.1556485621759,-1.50628611222758,-1.78472576517188,-0.689499391869534,-3.40043055565448,-3.16770756424258,-0.648933020664627,0.967397322750096
"PCBP3",-1.2739242354759,-1.2709778079951,-1.35695809966526,-0.221222458436899,-0.496763806329773,0.201783080259495,-0.96816421006171,-0.944875897702671,-0.949844669321025,-0.871329998544946,-1.34885348466223,-0.249127752484003,-2.86147968213552,-2.24846841750783,-0.504600992244647,0.959324532449273
"PCDH10",0.0925802262432565,-1.14242576877918,-1.78683503190179,-0.981362656043828,-1.57824756486147,-2.7522989058099,-1.60137620195552,-0.583220689451513,-0.934862095365871,-1.8740262113913,-1.22919690210021,-0.332347790535703,-1.5678521370179,-1.5645292072256,0.120371154116918,0.678608361174566
"PCDH15",-1.96271307256026,-2.29040292093204,-2.5303046008662,-2.1534173042376,-2.47178527039478,-2.89643735376217,-2.46520674846914,-2.03069698644911,-1.78419853262986,-2.52581791526056,-1.93535163550614,-0.539338096608167,-1.85638544527316,-1.35418314964135,-0.486771000984297,1.60624511906906
